gun;tarih;saat;slot;platform;tema;baslik;metin;hashtagler;link;gorsel;alt_metin;seo_anahtar_kelimeler;blog_onerisi
6;26 Eyl 2026 Cmt;12:30;ana;IG;Teknik;RULMAN KODU NASIL OKUNUR?;"6204-2RS C3 ne demek?

62 → Seri (sabit bilyalı, orta yük)
04 → İç çap kodu: 04×5 = 20 mm
2RS → İki tarafı kauçuk keçeli
C3 → Normalden geniş iç boşluk (ısınan uygulamalar)

Not: 00=10, 01=12, 02=15, 03=17 mm; 04'ten sonrası ×5.

Kaydet, lazım olur. Sorularınızı yoruma yazın.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=rulman-kodu;gonderiler/gun06_kare.png;6204-2RS C3 rulman kodunun parçalara ayrılmış açıklaması;rulman kodu okuma, rulman numarası ne anlama gelir, 6204 2rs c3;Rulman kodları nasıl okunur? Tam rehber (ek harfler, boşluk sınıfları)
6;26 Eyl 2026 Cmt;12:30;ana;FB;Teknik;RULMAN KODU NASIL OKUNUR?;"6204-2RS C3 ne demek?

62 → Seri (sabit bilyalı, orta yük)
04 → İç çap kodu: 04×5 = 20 mm
2RS → İki tarafı kauçuk keçeli
C3 → Normalden geniş iç boşluk (ısınan uygulamalar)

Not: 00=10, 01=12, 02=15, 03=17 mm; 04'ten sonrası ×5.

Kaydet, lazım olur. Sorularınızı yoruma yazın.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=rulman-kodu;gonderiler/gun06_kare.png;6204-2RS C3 rulman kodunun parçalara ayrılmış açıklaması;rulman kodu okuma, rulman numarası ne anlama gelir, 6204 2rs c3;Rulman kodları nasıl okunur? Tam rehber (ek harfler, boşluk sınıfları)
6;26 Eyl 2026 Cmt;18:30;story;IG;Story / anket;RULMAN KODU NASIL OKUNUR?;Anket etiketi ekle → soru: “6204-2RS C3 kodunu okuyabilir misin?”, seçenekler: “Evet” / “Öğrenmek isterim” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun06_story.png;Dikey story: RULMAN KODU NASIL OKUNUR? başlığı, günün gönderi fotoğrafı ve anket: 6204-2RS C3 kodunu okuyabilir misin?;rulman kodu okuma, rulman numarası ne anlama gelir, 6204 2rs c3;
6;26 Eyl 2026 Cmt;18:30;story;FB;Story / anket;RULMAN KODU NASIL OKUNUR?;Anket etiketi ekle → soru: “6204-2RS C3 kodunu okuyabilir misin?”, seçenekler: “Evet” / “Öğrenmek isterim” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun06_story.png;Dikey story: RULMAN KODU NASIL OKUNUR? başlığı, günün gönderi fotoğrafı ve anket: 6204-2RS C3 kodunu okuyabilir misin?;rulman kodu okuma, rulman numarası ne anlama gelir, 6204 2rs c3;
7;27 Eyl 2026 Paz;09:00;sabah;IG;Günün terimi;ABEC;"Günün terimi: ABEC

Kaykay ve paten dünyasının hassasiyet sınıfı: ABEC 1, 3, 5, 7, 9. Sanayideki karşılığı ISO P0–P2. Yüksek ABEC ""daha hızlı"" değil, ""daha dar toleranslı"" demektir.

Sorunuz varsa yorumlara yazın, cevaplıyoruz.";#kaykay #paten #608rulman #longboard #rulman #yamansarulman;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun07_sabah.png;Günün terimi kartı: ABEC;abec ne demek, abec 7 rulman, abec 9 rulman;
7;27 Eyl 2026 Paz;09:00;sabah;FB;Günün terimi;ABEC;"Günün terimi: ABEC

Kaykay ve paten dünyasının hassasiyet sınıfı: ABEC 1, 3, 5, 7, 9. Sanayideki karşılığı ISO P0–P2. Yüksek ABEC ""daha hızlı"" değil, ""daha dar toleranslı"" demektir.

Sorunuz varsa yorumlara yazın, cevaplıyoruz.";#kaykay #paten #608rulman #longboard #rulman #yamansarulman;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun07_sabah.png;Günün terimi kartı: ABEC;abec ne demek, abec 7 rulman, abec 9 rulman;
7;27 Eyl 2026 Paz;12:30;ana;IG;Marka;“Bir makinenin sesi, rulmanının sağlığıdır.”;"Bir makinenin sesi, rulmanının sağlığıdır.

İyi haftalar. Pazartesi e-scooter rulmanlarıyla devam ediyoruz.";#rulman #yamansarulman #rulmanfiyatları #sanayi #yedekparça #istanbul #ikitelli;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=pazar;gonderiler/gun07_kare.png;Makro çekim bilyalı rulman fotoğrafı üzerine alıntı: Bir makinenin sesi, rulmanının sağlığıdır;rulman bakımı, rulman sesi;
7;27 Eyl 2026 Paz;12:30;ana;FB;Marka;“Bir makinenin sesi, rulmanının sağlığıdır.”;"Bir makinenin sesi, rulmanının sağlığıdır.

İyi haftalar. Pazartesi e-scooter rulmanlarıyla devam ediyoruz.";#rulman #yamansarulman #rulmanfiyatları #sanayi #yedekparça #istanbul #ikitelli;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=pazar;gonderiler/gun07_kare.png;Makro çekim bilyalı rulman fotoğrafı üzerine alıntı: Bir makinenin sesi, rulmanının sağlığıdır;rulman bakımı, rulman sesi;
7;27 Eyl 2026 Paz;18:30;story;IG;Story / anket;“Bir makinenin sesi, rulmanının sağlığıdır.”;Anket etiketi ekle → soru: “Makinende garip bir ses var mı?”, seçenekler: “Var” / “Yok” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun07_story.png;Dikey story: “Bir makinenin sesi, rulmanının sağlığıdır.” başlığı, günün gönderi fotoğrafı ve anket: Makinende garip bir ses var mı?;rulman bakımı, rulman sesi;
7;27 Eyl 2026 Paz;18:30;story;FB;Story / anket;“Bir makinenin sesi, rulmanının sağlığıdır.”;Anket etiketi ekle → soru: “Makinende garip bir ses var mı?”, seçenekler: “Var” / “Yok” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun07_story.png;Dikey story: “Bir makinenin sesi, rulmanının sağlığıdır.” başlığı, günün gönderi fotoğrafı ve anket: Makinende garip bir ses var mı?;rulman bakımı, rulman sesi;
8;28 Eyl 2026 Pzt;09:00;sabah;IG;Bakım ipucu;ÇEKİÇLE VURMA;"Bakım ipucu: Çeki̇çle vurma

Rulmanı mile takarken kuvveti yalnızca iç bileziğe, yuvaya takarken yalnızca dış bileziğe uygula. Bilyalar üzerinden geçen darbe yolları çentikler.

Kaydet; bakım günü lazım olur.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun08_sabah.png;Bakım ipucu kartı: ÇEKİÇLE VURMA;rulman montajı nasıl yapılır, rulman takma, rulman montaj hataları;
8;28 Eyl 2026 Pzt;09:00;sabah;FB;Bakım ipucu;ÇEKİÇLE VURMA;"Bakım ipucu: Çeki̇çle vurma

Rulmanı mile takarken kuvveti yalnızca iç bileziğe, yuvaya takarken yalnızca dış bileziğe uygula. Bilyalar üzerinden geçen darbe yolları çentikler.

Kaydet; bakım günü lazım olur.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun08_sabah.png;Bakım ipucu kartı: ÇEKİÇLE VURMA;rulman montajı nasıl yapılır, rulman takma, rulman montaj hataları;
8;28 Eyl 2026 Pzt;12:30;ana;IG;Uygulama;SCOOTER RULMANLARI STOKTA;"E-scooter'ınızda tekerlek boşluk yaptı, sürüşte ses geldi mi? Rulman zamanı.

Xiaomi (M365, Pro, 1S, 3), Segway Ninebot, Dualtron, Navee, Citymate, Onvo, Hoofer, Volta modelleri için ince kesit ve standart rulmanlar stokta. NMB ve TPI Japon kalitesi seçenekleriyle.

Modelinizi yazın, doğru ölçüyü gönderelim.";#elektrikliscooter #scooter #xiaomi #segway #ninebot #dualtron #navee #scooteryedekparça;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=scooter;gonderiler/gun08_kare.png;"Sıra sıra elektrikli scooterlar; Yamansa e-scooter rulmanları";scooter rulmanı, xiaomi scooter rulman, ninebot rulman, dualtron rulman;Elektrikli scooter rulmanı değişimi: Xiaomi M365 / Pro / Ninebot ölçüleri
8;28 Eyl 2026 Pzt;12:30;ana;FB;Uygulama;SCOOTER RULMANLARI STOKTA;"E-scooter'ınızda tekerlek boşluk yaptı, sürüşte ses geldi mi? Rulman zamanı.

Xiaomi (M365, Pro, 1S, 3), Segway Ninebot, Dualtron, Navee, Citymate, Onvo, Hoofer, Volta modelleri için ince kesit ve standart rulmanlar stokta. NMB ve TPI Japon kalitesi seçenekleriyle.

Modelinizi yazın, doğru ölçüyü gönderelim.";#elektrikliscooter #scooter #xiaomi #segway #ninebot #dualtron #navee #scooteryedekparça;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=scooter;gonderiler/gun08_kare.png;"Sıra sıra elektrikli scooterlar; Yamansa e-scooter rulmanları";scooter rulmanı, xiaomi scooter rulman, ninebot rulman, dualtron rulman;Elektrikli scooter rulmanı değişimi: Xiaomi M365 / Pro / Ninebot ölçüleri
8;28 Eyl 2026 Pzt;09:00;ana;LI;Uygulama;SCOOTER RULMANLARI STOKTA;"Mikro mobilite pazarı büyüdükçe e-scooter servis ağı da genişliyor. Bu araçlarda kullanılan ince kesit rulmanlar (6800/6900 serisi) klasik motosiklet rulmanlarından farklı toleranslar ister.

Yamansa olarak Xiaomi, Segway Ninebot, Dualtron, Navee gibi markaların yaygın modelleri için rulman setlerini NMB, TPI ve Yamansa markalı seçeneklerle stoklu tutuyoruz. Servis ve filo işletmecileri için toplu tedarik mümkündür.";#elektrikliscooter #scooter #xiaomi #segway;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=scooter;gonderiler/gun08_linkedin.png;"Sıra sıra elektrikli scooterlar; Yamansa e-scooter rulmanları";scooter rulmanı, xiaomi scooter rulman, ninebot rulman, dualtron rulman;Elektrikli scooter rulmanı değişimi: Xiaomi M365 / Pro / Ninebot ölçüleri
8;28 Eyl 2026 Pzt;18:30;story;IG;Story / anket;SCOOTER RULMANLARI STOKTA;Anket etiketi ekle → soru: “Scooter'ın markası?”, seçenekler: “Xiaomi / Segway” / “Diğer” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun08_story.png;Dikey story: SCOOTER RULMANLARI STOKTA başlığı, günün gönderi fotoğrafı ve anket: Scooter'ın markası?;scooter rulmanı, xiaomi scooter rulman, ninebot rulman, dualtron rulman;
8;28 Eyl 2026 Pzt;18:30;story;FB;Story / anket;SCOOTER RULMANLARI STOKTA;Anket etiketi ekle → soru: “Scooter'ın markası?”, seçenekler: “Xiaomi / Segway” / “Diğer” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun08_story.png;Dikey story: SCOOTER RULMANLARI STOKTA başlığı, günün gönderi fotoğrafı ve anket: Scooter'ın markası?;scooter rulmanı, xiaomi scooter rulman, ninebot rulman, dualtron rulman;
9;29 Eyl 2026 Sal;09:00;sabah;IG;Günün kodu;6304 2RS;"Günün kodu: 6304 2RS
Ölçü: 20 × 52 × 15 mm (iç çap × dış çap × kalınlık)
Kullanım: Motosiklet arka tekerlek, Tarım makinesi, Kompresör

6204 ile aynı 20 mm iç çap; dış çap ve kalınlık daha büyük, yük kapasitesi daha yüksek.

Stokta. Kodu yaz, aynı gün kargolayalım: yamansarulman.com";#motosiklet #motosikletyedekparça #tekerlekrulmanı #motorrulmanı #honda #yamaha #bajaj #ktm #cfmoto #mondial;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun09_sabah.png;Günün kodu kartı: 6304 2RS rulman, 20 × 52 × 15 mm;6304 rulman, 6304 2rs, motosiklet arka tekerlek rulmanı;
9;29 Eyl 2026 Sal;09:00;sabah;FB;Günün kodu;6304 2RS;"Günün kodu: 6304 2RS
Ölçü: 20 × 52 × 15 mm (iç çap × dış çap × kalınlık)
Kullanım: Motosiklet arka tekerlek, Tarım makinesi, Kompresör

6204 ile aynı 20 mm iç çap; dış çap ve kalınlık daha büyük, yük kapasitesi daha yüksek.

Stokta. Kodu yaz, aynı gün kargolayalım: yamansarulman.com";#motosiklet #motosikletyedekparça #tekerlekrulmanı #motorrulmanı #honda #yamaha #bajaj #ktm #cfmoto #mondial;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun09_sabah.png;Günün kodu kartı: 6304 2RS rulman, 20 × 52 × 15 mm;6304 rulman, 6304 2rs, motosiklet arka tekerlek rulmanı;
9;29 Eyl 2026 Sal;12:30;ana;IG;Ürün;6300 SERİSİ AĞIR HİZMET;"6300 serisi: 6200 ile aynı iç çap, daha kalın kesit, daha fazla yük.

6300 → 10×35×11
6301 → 12×37×12
6302 → 15×42×13
6303 → 17×47×14
6304 → 20×52×15
6305 → 25×62×17

Motosiklet arka tekerlek, tarım makinesi, redüktör. Stok için DM.";#rulman #yamansarulman #rulmanfiyatları #sanayi #yedekparça #istanbul #ikitelli;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=seri6300;gonderiler/gun09_kare.png;6300 serisi rulman ölçü tablosu: 6300'den 6305'e ölçüler;6304 rulman, 6303 rulman, 6300 serisi rulman ölçüleri;6300 serisi rulman ölçüleri – 6200 ile farkı
9;29 Eyl 2026 Sal;12:30;ana;FB;Ürün;6300 SERİSİ AĞIR HİZMET;"6300 serisi: 6200 ile aynı iç çap, daha kalın kesit, daha fazla yük.

6300 → 10×35×11
6301 → 12×37×12
6302 → 15×42×13
6303 → 17×47×14
6304 → 20×52×15
6305 → 25×62×17

Motosiklet arka tekerlek, tarım makinesi, redüktör. Stok için DM.";#rulman #yamansarulman #rulmanfiyatları #sanayi #yedekparça #istanbul #ikitelli;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=seri6300;gonderiler/gun09_kare.png;6300 serisi rulman ölçü tablosu: 6300'den 6305'e ölçüler;6304 rulman, 6303 rulman, 6300 serisi rulman ölçüleri;6300 serisi rulman ölçüleri – 6200 ile farkı
9;29 Eyl 2026 Sal;18:30;story;IG;Story / anket;6300 SERİSİ AĞIR HİZMET;Anket etiketi ekle → soru: “6300 serisini nerede kullanıyorsun?”, seçenekler: “Motosiklet” / “Sanayi” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun09_story.png;Dikey story: 6300 SERİSİ AĞIR HİZMET başlığı, günün gönderi fotoğrafı ve anket: 6300 serisini nerede kullanıyorsun?;6304 rulman, 6303 rulman, 6300 serisi rulman ölçüleri;
9;29 Eyl 2026 Sal;18:30;story;FB;Story / anket;6300 SERİSİ AĞIR HİZMET;Anket etiketi ekle → soru: “6300 serisini nerede kullanıyorsun?”, seçenekler: “Motosiklet” / “Sanayi” (etiketi görseldeki iki butonun üzerine yerleştir). Link etiketi: https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story (alt sağdaki yamansarulman.com kutusunun üzerine).;;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=story&utm_campaign=story;gonderiler/gun09_story.png;Dikey story: 6300 SERİSİ AĞIR HİZMET başlığı, günün gönderi fotoğrafı ve anket: 6300 serisini nerede kullanıyorsun?;6304 rulman, 6303 rulman, 6300 serisi rulman ölçüleri;
10;30 Eyl 2026 Çar;09:00;sabah;IG;Doğru mu, yanlış mı?;6204 ile 6004 aynı mile takılır.;"Doğru mu, yanlış mı?

""6204 ile 6004 aynı mile takılır.""

Cevap: DOĞRU. İkisinin de iç çapı 20 mm. Fark dış çapta: 6204 → 47 mm, 6004 → 42 mm. Hangisinin gireceğini yuva belirler.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun10_sabah.png;Doğru mu yanlış mı kartı: 6204 ile 6004 aynı mile takılır.;6204 6004 farkı, 6004 rulman ölçüleri;
10;30 Eyl 2026 Çar;09:00;sabah;FB;Doğru mu, yanlış mı?;6204 ile 6004 aynı mile takılır.;"Doğru mu, yanlış mı?

""6204 ile 6004 aynı mile takılır.""

Cevap: DOĞRU. İkisinin de iç çapı 20 mm. Fark dış çapta: 6204 → 47 mm, 6004 → 42 mm. Hangisinin gireceğini yuva belirler.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=sabah;gonderiler/gun10_sabah.png;Doğru mu yanlış mı kartı: 6204 ile 6004 aynı mile takılır.;6204 6004 farkı, 6004 rulman ölçüleri;
10;30 Eyl 2026 Çar;12:30;ana;IG;Teknik;C3 BOŞLUK NE DEMEK?;"C3 rulman ne demek? Rulmanın iç boşluğu (radyal klerans) normalden geniş demek.

C2 → Dar (hassas, soğuk)
CN → Normal (kodda yazmaz)
C3 → Geniş (ısınan mil, elektrik motoru)
C4 → Daha geniş (yüksek sıcaklık)

Mil çalışırken ısınıyor ve genleşiyorsa C3 alın. Aksi halde rulman sıkışır ve erken biter.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=c3;gonderiler/gun10_kare.png;Rulman iç boşluk sınıfları C2, CN, C3, C4 açıklama listesi;c3 rulman ne demek, rulman boşluk sınıfı, c3 rulman farkı;C3 rulman nedir? Boşluk sınıfları ve seçim rehberi
10;30 Eyl 2026 Çar;12:30;ana;FB;Teknik;C3 BOŞLUK NE DEMEK?;"C3 rulman ne demek? Rulmanın iç boşluğu (radyal klerans) normalden geniş demek.

C2 → Dar (hassas, soğuk)
CN → Normal (kodda yazmaz)
C3 → Geniş (ısınan mil, elektrik motoru)
C4 → Daha geniş (yüksek sıcaklık)

Mil çalışırken ısınıyor ve genleşiyorsa C3 alın. Aksi halde rulman sıkışır ve erken biter.";#rulmanteknik #makinebakım #bakımonarım #mühendislik #tekniker;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=c3;gonderiler/gun10_kare.png;Rulman iç boşluk sınıfları C2, CN, C3, C4 açıklama listesi;c3 rulman ne demek, rulman boşluk sınıfı, c3 rulman farkı;C3 rulman nedir? Boşluk sınıfları ve seçim rehberi
10;30 Eyl 2026 Çar;09:00;ana;LI;Teknik;C3 BOŞLUK NE DEMEK?;"""C3"" rulman kodlarında en çok yanlış anlaşılan ek. C3, kalite ya da marka değil; iç boşluk (radyal klerans) sınıfıdır.

Isınan millerde iç bilezik genleşir ve normal boşluklu (CN) bir rulman sıkışabilir. Elektrik motorları, fanlar ve yüksek devirli uygulamalarda bu nedenle C3 tercih edilir.

Doğru boşluk sınıfı seçimi, planlı bakım maliyetlerini doğrudan etkiler.";#rulmanteknik #makinebakım #bakımonarım #mühendislik;https://www.yamansarulman.com/?utm_source=instagram&utm_medium=social&utm_campaign=c3;gonderiler/gun10_linkedin.png;Rulman iç boşluk sınıfları C2, CN, C3, C4 açıklama listesi;c3 rulman ne demek, rulman boşluk sınıfı, c3 rulman farkı;C3 rulman nedir? Boşluk sınıfları ve seçim rehberi
